# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# [M1] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=50000, max_time=inf, metrics=['mean_square_error', 'mean_absolute_error'], n_wait=1, output_file='results.csv', pretrain_size=92, restart_stream=False, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[M0],current_mse_[M0],mean_mse_[M1],current_mse_[M1],mean_mae_[M0],current_mae_[M0],mean_mae_[M1],current_mae_[M1]
22358,63.298807,0.000484,145.321402,0.018635,1.002714,0.022000,1.408964,0.136511
22359,63.295965,0.001936,145.314876,0.000289,1.002671,0.044000,1.408902,0.016995
22360,63.293128,0.123904,145.308357,0.161499,1.002642,0.352000,1.408857,0.401869
22361,63.290287,0.023716,145.301834,0.033977,1.002604,0.154000,1.408802,0.184328
22362,63.287452,0.156816,145.295318,0.179306,1.002577,0.396000,1.408757,0.423446
22363,63.284611,0.001936,145.288795,0.025071,1.002534,0.044000,1.408701,0.158338
22364,63.281770,0.017424,145.282274,0.031533,1.002495,0.132000,1.408646,0.177576
22365,63.278937,0.174724,145.275756,0.101380,1.002468,0.418000,1.408597,0.318402
22366,63.276098,0.039204,145.269242,0.178119,1.002432,0.198000,1.408553,0.422041
22367,63.273271,0.302500,145.262748,0.604488,1.002412,0.550000,1.408524,0.777488
22368,63.270431,0.004356,145.256227,0.000855,1.002370,0.066000,1.408462,0.029244
22369,63.267592,0.012100,145.249707,0.000667,1.002330,0.110000,1.408400,0.025826
22370,63.264752,0.007744,145.243189,0.040363,1.002289,0.088000,1.408346,0.200907
22371,63.261913,0.000000,145.236670,0.000213,1.002244,-0.000000,1.408284,0.014582
22372,63.259073,0.000484,145.230152,0.001965,1.002200,0.022000,1.408222,0.044328
22373,63.256238,0.081796,145.223636,0.040902,1.002168,0.286000,1.408168,0.202242
22374,63.253402,0.058564,145.217121,0.063176,1.002134,0.242000,1.408116,0.251348
22375,63.250569,0.123904,145.210617,0.275798,1.002104,0.352000,1.408077,0.525165
22376,63.247731,0.007744,145.204101,0.004310,1.002063,0.088000,1.408016,0.065650
22377,63.244893,0.007744,145.197590,0.105892,1.002022,0.088000,1.407968,0.325411
22378,63.242056,0.000000,145.191086,0.240209,1.001977,-0.000000,1.407927,0.490111
22379,63.239220,0.048400,145.184580,0.186499,1.001942,0.220000,1.407883,0.431855
22380,63.236405,0.495616,145.178075,0.188516,1.001929,0.704000,1.407839,0.434184
22381,63.233569,0.023716,145.171562,0.008535,1.001891,0.154000,1.407780,0.092383
22382,63.230738,0.123904,145.165063,0.295444,1.001862,0.352000,1.407741,0.543548
22383,63.227910,0.193600,145.158552,0.022919,1.001837,0.440000,1.407685,0.151389
22384,63.225074,0.004356,145.152042,0.021748,1.001795,0.066000,1.407629,0.147473
22385,63.222239,0.023716,145.145531,0.000014,1.001757,0.154000,1.407566,0.003752
22386,63.219404,0.000484,145.139021,0.000103,1.001713,0.022000,1.407503,0.010153
22387,63.216569,0.007744,145.132511,0.000727,1.001672,0.088000,1.407441,0.026958
22388,63.213735,0.030976,145.126003,0.018578,1.001635,0.176000,1.407384,0.136302
22389,63.210900,0.001936,145.119494,0.000021,1.001592,0.044000,1.407321,0.004600
22390,63.208065,0.000484,145.112987,0.008652,1.001548,0.022000,1.407262,0.093018
22391,63.205234,0.081796,145.106479,0.000060,1.001516,0.286000,1.407199,0.007765
22392,63.202400,0.001936,145.099973,0.000039,1.001473,0.044000,1.407137,0.006234
22393,63.199567,0.007744,145.093467,0.000535,1.001432,0.088000,1.407074,0.023131
22394,63.196734,0.012100,145.086962,0.017574,1.001392,0.110000,1.407017,0.132565
22395,63.193900,0.001936,145.080457,0.000068,1.001349,0.044000,1.406955,0.008248
22396,63.191068,0.012100,145.073953,0.016794,1.001309,0.110000,1.406897,0.129590
22397,63.188235,0.000484,145.067449,0.000124,1.001265,0.022000,1.406835,0.011151
22398,63.185402,0.001936,145.060947,0.008276,1.001222,0.044000,1.406776,0.090972
22399,63.182570,0.001936,145.054444,0.000201,1.001179,0.044000,1.406713,0.014161
22400,63.179738,0.004356,145.047942,0.000000,1.001137,0.066000,1.406650,0.000012
22401,63.176906,0.001936,145.041440,0.000290,1.001094,0.044000,1.406588,0.017031
22402,63.174075,0.004356,145.034940,0.016030,1.001052,0.066000,1.406531,0.126610
22403,63.171244,0.023716,145.028441,0.015391,1.001014,0.154000,1.406473,0.124061
22404,63.168414,0.012100,145.021941,0.002371,1.000975,0.110000,1.406412,0.048688
22405,63.165585,0.058564,145.015445,0.067007,1.000940,0.242000,1.406361,0.258858
22406,63.162757,0.048400,145.008948,0.039581,1.000905,0.220000,1.406307,0.198949
22407,63.159927,0.000000,145.002451,0.022555,1.000861,-0.000000,1.406251,0.150184
22408,63.157097,0.007744,144.995954,0.007098,1.000820,0.088000,1.406191,0.084248
22409,63.154267,0.001936,144.989458,0.018515,1.000777,0.044000,1.406134,0.136070
22410,63.151438,0.023716,144.982963,0.021772,1.000739,0.154000,1.406078,0.147555
22411,63.148609,0.000484,144.976468,0.021532,1.000695,0.022000,1.406022,0.146737
22412,63.145780,0.004356,144.969973,0.002291,1.000653,0.066000,1.405961,0.047869
22413,63.142951,0.001936,144.963480,0.021478,1.000610,0.044000,1.405904,0.146553
22414,63.140123,0.012100,144.956987,0.020415,1.000570,0.110000,1.405848,0.142882
22415,63.137295,0.000484,144.950494,0.019574,1.000527,0.022000,1.405791,0.139908
22416,63.134467,0.000484,144.944001,0.001875,1.000483,0.022000,1.405730,0.043306
22417,63.131639,0.004356,144.937510,0.019568,1.000441,0.066000,1.405673,0.139885
22418,63.128812,0.000484,144.931019,0.000808,1.000397,0.022000,1.405612,0.028427
22419,63.125984,0.000484,144.924528,0.011177,1.000353,0.022000,1.405553,0.105724
22420,63.123158,0.007744,144.918039,0.023948,1.000312,0.088000,1.405497,0.154751
22421,63.120331,0.012100,144.911552,0.058056,1.000273,0.110000,1.405445,0.240947
22422,63.117505,0.007744,144.905064,0.030795,1.000232,0.088000,1.405390,0.175486
22423,63.114680,0.023716,144.898578,0.069169,1.000194,0.154000,1.405339,0.263000
22424,63.111854,0.004356,144.892090,0.005645,1.000152,0.066000,1.405279,0.075134
22425,63.109029,0.023716,144.885605,0.044985,1.000114,0.154000,1.405226,0.212096
22426,63.106204,0.001936,144.879119,0.034794,1.000071,0.044000,1.405171,0.186533
22427,63.103380,0.023716,144.872637,0.098536,1.000033,0.154000,1.405123,0.313904
22428,63.100555,0.012100,144.866154,0.049971,0.999994,0.110000,1.405070,0.223542
22429,63.097731,0.007744,144.859673,0.092630,0.999953,0.088000,1.405020,0.304352
22430,63.094907,0.023716,144.853188,0.000242,0.999915,0.154000,1.404958,0.015557
22431,63.092083,0.007744,144.846706,0.037933,0.999874,0.088000,1.404904,0.194764
22432,63.089259,0.001936,144.840224,0.042752,0.999831,0.044000,1.404850,0.206766
22433,63.086438,0.058564,144.833742,0.004991,0.999797,0.242000,1.404791,0.070650
22434,63.083615,0.001936,144.827260,0.015812,0.999755,0.044000,1.404733,0.125746
22435,63.080791,0.000484,144.820779,0.000996,0.999711,0.022000,1.404672,0.031564
22436,63.077968,0.001936,144.814297,0.001993,0.999668,0.044000,1.404611,0.044639
22437,63.075146,0.000000,144.807817,0.003677,0.999623,-0.000000,1.404551,0.060638
22438,63.072324,0.017424,144.801338,0.028624,0.999584,0.132000,1.404496,0.169187
22439,63.069502,0.001936,144.794859,0.000756,0.999542,0.044000,1.404434,0.027499
22440,63.066680,0.001936,144.788381,0.015101,0.999499,0.044000,1.404377,0.122886
22441,63.063859,0.030976,144.781903,0.000556,0.999462,0.176000,1.404315,0.023575
22442,63.061038,0.007744,144.775426,0.021562,0.999421,0.088000,1.404259,0.146838
22443,63.058217,0.001936,144.768949,0.007613,0.999379,0.044000,1.404200,0.087251
22444,63.055397,0.030976,144.762473,0.000308,0.999342,0.176000,1.404138,0.017554
22445,63.052577,0.000484,144.755997,0.000009,0.999298,0.022000,1.404075,0.002926
22446,63.049756,0.001936,144.749522,0.011383,0.999255,0.044000,1.404017,0.106691
22447,63.046938,0.039204,144.743047,0.001492,0.999219,0.198000,1.403956,0.038628
22448,63.044118,0.004356,144.736574,0.020871,0.999178,0.066000,1.403900,0.144466
22449,63.041298,0.004356,144.730101,0.008022,0.999136,0.066000,1.403841,0.089566
22450,63.038479,0.007744,144.723628,0.000382,0.999095,0.088000,1.403779,0.019552
22451,63.035660,0.007744,144.717156,0.000027,0.999054,0.088000,1.403716,0.005186
22452,63.032841,0.001936,144.710684,0.010971,0.999012,0.044000,1.403658,0.104740
22453,63.030023,0.012100,144.704213,0.005414,0.998972,0.110000,1.403599,0.073580
22454,63.027205,0.001936,144.697743,0.003916,0.998929,0.044000,1.403539,0.062581
22455,63.024387,0.007744,144.691274,0.027656,0.998889,0.088000,1.403483,0.166302
22456,63.021569,0.004356,144.684805,0.019781,0.998847,0.066000,1.403427,0.140645
22457,63.018751,0.001936,144.678336,0.001256,0.998804,0.044000,1.403366,0.035447
22458,63.015934,0.001936,144.671868,0.000983,0.998761,0.044000,1.403305,0.031356
22459,63.013120,0.069696,144.665408,0.188237,0.998729,0.264000,1.403261,0.433862
22460,63.010311,0.174724,144.658946,0.099955,0.998703,0.418000,1.403213,0.316156
22461,63.007555,1.359556,144.652512,0.742447,0.998710,1.166000,1.403188,0.861653
22462,63.004738,0.007744,144.648473,54.288545,0.998669,0.088000,1.403455,7.368076
22463,63.001932,0.213444,144.642008,0.011561,0.998645,0.462000,1.403397,0.107523
22464,62.999134,0.407044,144.635602,1.318941,0.998629,0.638000,1.403386,1.148451
22465,62.996318,0.001936,144.629149,0.269703,0.998587,0.044000,1.403346,0.519330
22466,62.993539,0.813604,144.622721,0.788214,0.998582,0.902000,1.403323,0.887814
22467,62.990730,0.139876,144.616289,0.703938,0.998554,0.374000,1.403298,0.839010
22468,62.988001,1.920996,144.610066,5.365046,0.998572,1.386000,1.403339,2.316257
22469,62.985190,0.081796,144.603611,0.163509,0.998540,0.286000,1.403294,0.404362
22470,62.982380,0.094864,144.597150,0.014951,0.998509,0.308000,1.403237,0.122276
22471,62.979566,0.001936,144.590690,0.017275,0.998466,0.044000,1.403180,0.131433
22472,62.976802,1.115136,144.584281,1.159340,0.998469,1.056000,1.403165,1.076727
22473,62.973988,0.012100,144.577821,0.000400,0.998429,0.110000,1.403104,0.020009
22474,62.971189,0.327184,144.571366,0.087427,0.998410,0.572000,1.403054,0.295681
22475,62.968378,0.030976,144.564927,0.428607,0.998373,0.176000,1.403021,0.654681
22476,62.965567,0.058564,144.558470,0.039802,0.998340,0.242000,1.402967,0.199505
22477,62.962755,0.017424,144.552013,0.001893,0.998301,0.132000,1.402906,0.043514
22478,62.959965,0.495616,144.545572,0.373517,0.998288,0.704000,1.402871,0.611160
22479,62.957154,0.030976,144.539122,0.130631,0.998251,0.176000,1.402824,0.361429
22480,62.954343,0.012100,144.532666,0.006141,0.998211,0.110000,1.402765,0.078367
22481,62.951539,0.174724,144.526218,0.150842,0.998186,0.418000,1.402720,0.388383
22482,62.948728,0.023716,144.519765,0.040345,0.998148,0.154000,1.402666,0.200860
22483,62.945918,0.012100,144.513311,0.000662,0.998108,0.110000,1.402605,0.025721
22484,62.943110,0.081796,144.506859,0.038421,0.998076,0.286000,1.402551,0.196012
22485,62.940300,0.000000,144.500406,0.002955,0.998032,-0.000000,1.402491,0.054357
22486,62.937490,0.017424,144.493955,0.028039,0.997993,0.132000,1.402435,0.167447
22487,62.934681,0.023716,144.487504,0.017550,0.997955,0.154000,1.402379,0.132478
22488,62.931872,0.030976,144.481055,0.041858,0.997919,0.176000,1.402325,0.204593
22489,62.929063,0.017424,144.474607,0.068722,0.997880,0.132000,1.402274,0.262149
22490,62.926254,0.004356,144.468157,0.000226,0.997838,0.066000,1.402212,0.015048
22491,62.923445,0.012100,144.461712,0.080910,0.997799,0.110000,1.402163,0.284447
22492,62.920637,0.000484,144.455263,0.000818,0.997755,0.022000,1.402101,0.028602
22493,62.917830,0.058564,144.448816,0.035053,0.997722,0.242000,1.402047,0.187224
22494,62.915022,0.004356,144.442368,0.007214,0.997680,0.066000,1.401988,0.084933
22495,62.912217,0.058564,144.435921,0.001395,0.997646,0.242000,1.401927,0.037346
22496,62.909410,0.039204,144.429478,0.082348,0.997611,0.198000,1.401878,0.286963
22497,62.906603,0.007744,144.423032,0.001196,0.997570,0.088000,1.401817,0.034588
22498,62.903796,0.007744,144.416587,0.002521,0.997529,0.088000,1.401756,0.050213
22499,62.900996,0.156816,144.410145,0.065487,0.997503,0.396000,1.401705,0.255903
22500,62.898190,0.023716,144.403701,0.000231,0.997465,0.154000,1.401643,0.015206
22501,62.895386,0.069696,144.397259,0.030701,0.997432,0.264000,1.401588,0.175217
22502,62.892580,0.001936,144.390816,0.009705,0.997390,0.044000,1.401530,0.098513
22503,62.889774,0.007744,144.384373,0.000020,0.997349,0.088000,1.401468,0.004432
22504,62.886968,0.000484,144.377933,0.032197,0.997306,0.022000,1.401413,0.179435
22505,62.884174,0.256036,144.371505,0.299471,0.997284,0.506000,1.401375,0.547239
22506,62.881369,0.007744,144.365066,0.047544,0.997243,0.088000,1.401323,0.218046
22507,62.878564,0.012100,144.358627,0.035919,0.997203,0.110000,1.401268,0.189523
22508,62.875760,0.012100,144.352189,0.020794,0.997164,0.110000,1.401212,0.144200
22509,62.872955,0.000484,144.345751,0.044819,0.997120,0.022000,1.401159,0.211705
22510,62.870152,0.023716,144.339313,0.000548,0.997083,0.154000,1.401098,0.023419
22511,62.867354,0.156816,144.332877,0.055011,0.997056,0.396000,1.401046,0.234545
22512,62.864555,0.108900,144.326445,0.116321,0.997026,0.330000,1.400999,0.341058
22513,62.861752,0.000484,144.320010,0.033362,0.996983,0.022000,1.400944,0.182653
22514,62.858948,0.000000,144.313574,0.013688,0.996938,-0.000000,1.400887,0.116994
22515,62.856146,0.023716,144.307142,0.082869,0.996901,0.154000,1.400837,0.287870
22516,62.853343,0.000000,144.300710,0.062796,0.996856,-0.000000,1.400786,0.250591
22517,62.850541,0.023716,144.294278,0.051904,0.996819,0.154000,1.400734,0.227824
22518,62.847739,0.000000,144.287844,0.007464,0.996774,-0.000000,1.400675,0.086394
22519,62.844940,0.069696,144.281414,0.071367,0.996741,0.264000,1.400625,0.267145
22520,62.842138,0.000484,144.274984,0.064584,0.996698,0.022000,1.400573,0.254134
22521,62.839336,0.001936,144.268552,0.012627,0.996656,0.044000,1.400516,0.112371
22522,62.836536,0.023716,144.262121,0.002875,0.996618,0.154000,1.400456,0.053620
22523,62.833742,0.156816,144.255692,0.055835,0.996591,0.396000,1.400404,0.236294
22524,62.830941,0.007744,144.249262,0.000000,0.996551,0.088000,1.400342,0.000458
22525,62.828143,0.058564,144.242833,0.032238,0.996517,0.242000,1.400287,0.179548
22526,62.825343,0.001936,144.236404,0.007211,0.996475,0.044000,1.400229,0.084919
22527,62.822542,0.000000,144.229976,0.008518,0.996430,-0.000000,1.400170,0.092296
22528,62.819743,0.012100,144.223547,0.000192,0.996391,0.110000,1.400109,0.013844
22529,62.816944,0.023716,144.217120,0.007169,0.996353,0.154000,1.400050,0.084670
22530,62.814150,0.123904,144.210699,0.129274,0.996324,0.352000,1.400004,0.359548
22531,62.811351,0.000484,144.204273,0.023855,0.996281,0.022000,1.399948,0.154449
22532,62.808555,0.058564,144.197848,0.002689,0.996247,0.242000,1.399888,0.051859
22533,62.805757,0.017424,144.191423,0.022998,0.996209,0.132000,1.399832,0.151651
22534,62.802961,0.048400,144.185002,0.081651,0.996174,0.220000,1.399783,0.285746
22535,62.800163,0.000484,144.178579,0.017017,0.996131,0.022000,1.399726,0.130450
22536,62.797365,0.004356,144.172155,0.005902,0.996089,0.066000,1.399667,0.076826
22537,62.794569,0.039204,144.165736,0.078389,0.996054,0.198000,1.399617,0.279980
22538,62.791772,0.007744,144.159315,0.036456,0.996013,0.088000,1.399564,0.190935
22539,62.788974,0.000484,144.152893,0.004735,0.995970,0.022000,1.399504,0.068813
22540,62.786179,0.039204,144.146474,0.040752,0.995935,0.198000,1.399451,0.201871
22541,62.783383,0.017424,144.140054,0.019706,0.995896,0.132000,1.399395,0.140378
22542,62.780589,0.048400,144.133635,0.025332,0.995861,0.220000,1.399340,0.159162
22543,62.777793,0.004356,144.127215,0.002184,0.995820,0.066000,1.399279,0.046728
22544,62.775002,0.108900,144.120803,0.159741,0.995790,0.330000,1.399235,0.399676
22545,62.772206,0.000484,144.114385,0.017768,0.995747,0.022000,1.399178,0.133295
22546,62.769413,0.048400,144.107968,0.007583,0.995713,0.220000,1.399120,0.087081
22547,62.766620,0.058564,144.101551,0.015561,0.995679,0.242000,1.399063,0.124745
22548,62.763828,0.069696,144.095137,0.066214,0.995646,0.264000,1.399012,0.257321
22549,62.761046,0.278784,144.088742,0.462617,0.995626,0.528000,1.398980,0.680160
22550,62.758252,0.000000,144.082327,0.028339,0.995581,-0.000000,1.398926,0.168343
22551,62.755458,0.023716,144.075912,0.001813,0.995544,0.154000,1.398865,0.042580
22552,62.752671,0.139876,144.069499,0.033187,0.995516,0.374000,1.398811,0.182172
22553,62.749879,0.039204,144.063087,0.032742,0.995481,0.198000,1.398757,0.180948
22554,62.747086,0.007744,144.056674,0.000075,0.995440,0.088000,1.398695,0.008644
22555,62.744292,0.000484,144.050261,0.003924,0.995397,0.022000,1.398635,0.062644
22556,62.741506,0.156816,144.043849,0.013868,0.995370,0.396000,1.398578,0.117763
22557,62.738714,0.017424,144.037439,0.028790,0.995332,0.132000,1.398524,0.169677
22558,62.735927,0.108900,144.031032,0.088977,0.995302,0.330000,1.398475,0.298291
22559,62.733135,0.007744,144.024621,0.000728,0.995262,0.088000,1.398414,0.026979
22560,62.730343,0.000000,144.018212,0.007822,0.995217,-0.000000,1.398355,0.088441
22561,62.727552,0.012100,144.011803,0.012245,0.995178,0.110000,1.398298,0.110656
22562,62.724763,0.058564,144.005397,0.065979,0.995145,0.242000,1.398247,0.256864
22563,62.721972,0.000484,143.998989,0.009804,0.995101,0.022000,1.398190,0.099014
22564,62.719193,0.278784,143.992594,0.275801,0.995080,0.528000,1.398151,0.525167
22565,62.716402,0.000000,143.986188,0.024360,0.995036,-0.000000,1.398095,0.156076
22566,62.713616,0.094864,143.979782,0.004090,0.995006,0.308000,1.398036,0.063952
22567,62.710826,0.000484,143.973377,0.032740,0.994962,0.022000,1.397982,0.180941
22568,62.708041,0.123904,143.966975,0.063283,0.994934,0.352000,1.397931,0.251562
22569,62.705255,0.081796,143.960571,0.012822,0.994902,0.286000,1.397874,0.113235
22570,62.702477,0.256036,143.954176,0.219207,0.994880,0.506000,1.397832,0.468195
22571,62.699689,0.023716,143.947773,0.021076,0.994843,0.154000,1.397777,0.145176
22572,62.696900,0.012100,143.941370,0.001886,0.994804,0.110000,1.397716,0.043433
22573,62.694112,0.012100,143.934968,0.005068,0.994764,0.110000,1.397657,0.071192
22574,62.691346,0.495616,143.928581,0.328923,0.994751,0.704000,1.397621,0.573518
22575,62.688557,0.000484,143.922180,0.004835,0.994708,0.022000,1.397562,0.069531
22576,62.685770,0.004356,143.915779,0.000265,0.994667,0.066000,1.397500,0.016294
22577,62.682983,0.017424,143.909382,0.079054,0.994628,0.132000,1.397451,0.281166
22578,62.680200,0.108900,143.902984,0.045758,0.994599,0.330000,1.397398,0.213910
22579,62.677418,0.123904,143.896586,0.007230,0.994570,0.352000,1.397340,0.085027
22580,62.674632,0.023716,143.890188,0.013606,0.994533,0.154000,1.397283,0.116645
22581,62.671846,0.007744,143.883790,0.001498,0.994493,0.088000,1.397222,0.038710
22582,62.669068,0.193600,143.877400,0.168077,0.994468,0.440000,1.397178,0.409972
22583,62.666282,0.001936,143.871005,0.033119,0.994426,0.044000,1.397124,0.181985
22584,62.663496,0.004356,143.864608,0.001899,0.994384,0.066000,1.397064,0.043576
22585,62.660711,0.012100,143.858214,0.024955,0.994345,0.110000,1.397009,0.157971
22586,62.657925,0.001936,143.851821,0.047250,0.994303,0.044000,1.396957,0.217371
22587,62.655141,0.023716,143.845427,0.019323,0.994265,0.154000,1.396901,0.139009
22588,62.652356,0.001936,143.839033,0.000011,0.994223,0.044000,1.396839,0.003271
22589,62.649579,0.174724,143.832641,0.037013,0.994198,0.418000,1.396785,0.192387
22590,62.646803,0.193600,143.826256,0.175344,0.994173,0.440000,1.396742,0.418742
22591,62.644019,0.000484,143.819865,0.018266,0.994130,0.022000,1.396686,0.135153
22592,62.641235,0.001936,143.813473,0.003170,0.994088,0.044000,1.396626,0.056304
22593,62.638453,0.048400,143.807086,0.080977,0.994053,0.220000,1.396577,0.284565
22594,62.635670,0.007744,143.800697,0.033241,0.994013,0.088000,1.396523,0.182321
22595,62.632894,0.174724,143.794308,0.034658,0.993987,0.418000,1.396469,0.186167
22596,62.630117,0.123904,143.787926,0.175468,0.993959,0.352000,1.396426,0.418889
22597,62.627334,0.000484,143.781538,0.018227,0.993916,0.022000,1.396369,0.135006
22598,62.624551,0.001936,143.775150,0.002958,0.993873,0.044000,1.396310,0.054386
22599,62.621769,0.007744,143.768764,0.030424,0.993833,0.088000,1.396256,0.174424
22600,62.618991,0.081796,143.762377,0.015878,0.993802,0.286000,1.396199,0.126007
22601,62.616212,0.058564,143.755993,0.048813,0.993768,0.242000,1.396147,0.220937
22602,62.613434,0.081796,143.749612,0.115570,0.993737,0.286000,1.396100,0.339955
22603,62.610654,0.030976,143.743229,0.046477,0.993701,0.176000,1.396048,0.215586
22604,62.607875,0.039204,143.736844,0.000432,0.993665,0.198000,1.395986,0.020778
22605,62.605094,0.000484,143.730459,0.000003,0.993622,0.022000,1.395925,0.001618
22606,62.602315,0.048400,143.724082,0.152171,0.993588,0.220000,1.395880,0.390091
22607,62.599535,0.000000,143.717700,0.020130,0.993544,-0.000000,1.395824,0.141882
22608,62.596755,0.000484,143.711318,0.001228,0.993500,0.022000,1.395764,0.035041
22609,62.593976,0.017424,143.704939,0.078650,0.993462,0.132000,1.395714,0.280445
22610,62.591202,0.123904,143.698566,0.202388,0.993434,0.352000,1.395672,0.449876
22611,62.588423,0.012100,143.692187,0.039504,0.993394,0.110000,1.395619,0.198757
22612,62.585644,0.000000,143.685807,0.000489,0.993350,-0.000000,1.395558,0.022124
22613,62.582865,0.007744,143.679427,0.007146,0.993310,0.088000,1.395500,0.084532
22614,62.580091,0.108900,143.673053,0.100572,0.993281,0.330000,1.395452,0.317132
22615,62.577313,0.000000,143.666675,0.016354,0.993237,-0.000000,1.395396,0.127882
22616,62.574537,0.048400,143.660302,0.112872,0.993202,0.220000,1.395349,0.335964
22617,62.571762,0.058564,143.653931,0.152318,0.993169,0.242000,1.395304,0.390279
22618,62.568984,0.001936,143.647555,0.029322,0.993127,0.044000,1.395250,0.171237
22619,62.566207,0.012100,143.641179,0.002918,0.993088,0.110000,1.395190,0.054022
22620,62.563433,0.069696,143.634805,0.052246,0.993055,0.264000,1.395138,0.228575
22621,62.560657,0.012100,143.628437,0.146258,0.993016,0.110000,1.395093,0.382436
22622,62.557882,0.048400,143.622066,0.097346,0.992982,0.220000,1.395045,0.312003
22623,62.555106,0.001936,143.615692,0.000468,0.992940,0.044000,1.394984,0.021642
22624,62.552337,0.156816,143.609321,0.057683,0.992913,0.396000,1.394933,0.240172
22625,62.549561,0.000000,143.602951,0.069424,0.992869,-0.000000,1.394883,0.263485
22626,62.546786,0.012100,143.596580,0.027851,0.992830,0.110000,1.394828,0.166886
22627,62.544012,0.030976,143.590208,0.000013,0.992794,0.176000,1.394767,0.003580
22628,62.541242,0.108900,143.583845,0.182100,0.992764,0.330000,1.394724,0.426731
22629,62.538475,0.193600,143.577477,0.062953,0.992740,0.440000,1.394673,0.250905
22630,62.535701,0.004356,143.571107,0.014814,0.992699,0.066000,1.394617,0.121714
22631,62.532927,0.017424,143.564740,0.057728,0.992660,0.132000,1.394565,0.240267
22632,62.530153,0.007744,143.558371,0.001730,0.992620,0.088000,1.394505,0.041597
22633,62.527380,0.017424,143.552004,0.018970,0.992582,0.132000,1.394450,0.137732
22634,62.524607,0.017424,143.545637,0.029507,0.992544,0.132000,1.394395,0.171776
22635,62.521834,0.017424,143.539274,0.103169,0.992506,0.132000,1.394348,0.321199
22636,62.519076,0.327184,143.532915,0.172662,0.992487,0.572000,1.394304,0.415526
22637,62.516312,0.213444,143.526574,0.565666,0.992464,0.462000,1.394276,0.752108
22638,62.513542,0.048400,143.520209,0.006951,0.992429,0.220000,1.394218,0.083376
22639,62.510780,0.234256,143.513846,0.055133,0.992407,0.484000,1.394166,0.234804
22640,62.508008,0.023716,143.507489,0.157969,0.992370,0.154000,1.394122,0.397453
22641,62.505244,0.174724,143.501125,0.001811,0.992344,0.418000,1.394062,0.042550
22642,62.502502,0.662596,143.494778,0.385001,0.992336,0.814000,1.394028,0.620484
22643,62.499730,0.000000,143.488416,0.011889,0.992292,-0.000000,1.393971,0.109037
22644,62.496994,0.774400,143.482065,0.250558,0.992287,0.880000,1.393931,0.500557
22645,62.494223,0.007744,143.475707,0.079613,0.992247,0.088000,1.393882,0.282158
22646,62.491453,0.017424,143.469348,0.049188,0.992209,0.132000,1.393830,0.221784
22647,62.488688,0.123904,143.462993,0.138183,0.992181,0.352000,1.393785,0.371730
22648,62.485920,0.048400,143.456669,0.809999,0.992146,0.220000,1.393763,0.899999
22649,62.483151,0.023716,143.450310,0.016856,0.992109,0.154000,1.393707,0.129831
22650,62.480383,0.048400,143.443953,0.024550,0.992075,0.220000,1.393652,0.156685
22651,62.477622,0.193600,143.437638,0.983576,0.992050,0.440000,1.393634,0.991754
22652,62.474854,0.017424,143.431282,0.046904,0.992012,0.132000,1.393582,0.216573
22653,62.472097,0.278784,143.424941,0.356130,0.991992,0.528000,1.393547,0.596767
22654,62.469330,0.048400,143.418590,0.121409,0.991958,0.220000,1.393500,0.348438
22655,62.466562,0.000484,143.412234,0.006355,0.991915,0.022000,1.393442,0.079716
22656,62.463809,0.352836,143.405888,0.222840,0.991897,0.594000,1.393401,0.472060
22657,62.461042,0.012100,143.399537,0.086284,0.991858,0.110000,1.393352,0.293741
22658,62.458292,0.407044,143.393205,0.501861,0.991842,0.638000,1.393322,0.708422
22659,62.455528,0.081796,143.386862,0.252813,0.991811,0.286000,1.393283,0.502805
22660,62.452762,0.039204,143.380514,0.117359,0.991776,0.198000,1.393236,0.342577
22661,62.449996,0.012100,143.374161,0.001053,0.991737,0.110000,1.393176,0.032455
22662,62.447231,0.048400,143.367812,0.054436,0.991702,0.220000,1.393124,0.233316
22663,62.444465,0.007744,143.361460,0.000214,0.991662,0.088000,1.393063,0.014624
22664,62.441699,0.000484,143.355109,0.002463,0.991619,0.022000,1.393004,0.049628
22665,62.438935,0.048400,143.348765,0.141492,0.991585,0.220000,1.392959,0.376155
22666,62.436169,0.001936,143.342416,0.026397,0.991543,0.044000,1.392904,0.162471
22667,62.433415,0.256036,143.336080,0.292235,0.991522,0.506000,1.392867,0.540587
22668,62.430651,0.030976,143.329736,0.110015,0.991486,0.176000,1.392820,0.331685
22669,62.427886,0.000484,143.323388,0.008063,0.991443,0.022000,1.392762,0.089795
22670,62.425122,0.030976,143.317044,0.087280,0.991407,0.176000,1.392713,0.295432
