# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# [M1] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=50000, max_time=inf, metrics=['mean_square_error', 'mean_absolute_error'], n_wait=1, output_file='results.csv', pretrain_size=92, restart_stream=False, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[M0],current_mse_[M0],mean_mse_[M1],current_mse_[M1],mean_mae_[M0],current_mae_[M0],mean_mae_[M1],current_mae_[M1]
8126,74.130301,0.004356,300.825267,0.000051,1.088512,0.066000,1.936794,0.007165
8127,74.121111,0.278784,300.787839,0.050995,1.088442,0.528000,1.936581,0.225821
8128,74.111891,0.023716,300.750415,0.011415,1.088326,0.154000,1.936353,0.106839
8129,74.102678,0.058564,300.713017,0.141808,1.088221,0.242000,1.936159,0.376574
8130,74.093462,0.012100,300.675610,0.002481,1.088099,0.110000,1.935924,0.049811
8131,74.084247,0.001936,300.638214,0.012808,1.087969,0.044000,1.935698,0.113174
8132,74.075035,0.017424,300.600830,0.029068,1.087850,0.132000,1.935478,0.170494
8133,74.065828,0.030976,300.563454,0.027334,1.087737,0.176000,1.935258,0.165330
8134,74.056620,0.000484,300.526088,0.023795,1.087604,0.022000,1.935037,0.154256
8135,74.047414,0.004356,300.488734,0.057030,1.087477,0.066000,1.934826,0.238810
8136,74.038214,0.039204,300.451384,0.007735,1.087367,0.198000,1.934596,0.087948
8137,74.029013,0.004356,300.414046,0.029411,1.087240,0.066000,1.934377,0.171496
8138,74.019821,0.058564,300.376718,0.029806,1.087135,0.242000,1.934158,0.172644
8139,74.010624,0.001936,300.339395,0.001394,1.087005,0.044000,1.933922,0.037341
8140,74.001430,0.012100,300.302083,0.016912,1.086884,0.110000,1.933698,0.130046
8141,73.992238,0.000000,300.264778,0.000298,1.086749,-0.000000,1.933460,0.017274
8142,73.983047,0.001936,300.227483,0.003549,1.086619,0.044000,1.933228,0.059573
8143,73.973894,0.278784,300.190211,0.108533,1.086550,0.528000,1.933028,0.329444
8144,73.964786,0.627264,300.152940,0.045593,1.086513,0.792000,1.932815,0.213525
8145,73.955603,0.007744,300.115674,0.013695,1.086389,0.088000,1.932589,0.117025
8146,73.946422,0.001936,300.078415,0.000008,1.086260,0.044000,1.932350,0.002810
8147,73.937255,0.094864,300.041170,0.030733,1.086163,0.308000,1.932132,0.175309
8148,73.928078,0.001936,300.003931,0.003158,1.086034,0.044000,1.931899,0.056198
8149,73.918917,0.108900,299.966711,0.089007,1.085940,0.330000,1.931696,0.298341
8150,73.909762,0.139876,299.929496,0.050125,1.085852,0.374000,1.931484,0.223886
8151,73.900595,0.023716,299.892285,0.010742,1.085736,0.154000,1.931257,0.103642
8152,73.891429,0.007744,299.855082,0.000001,1.085612,0.088000,1.931018,0.000931
8153,73.882269,0.048400,299.817893,0.032032,1.085505,0.220000,1.930801,0.178976
8154,73.873106,0.001936,299.780709,0.003574,1.085376,0.044000,1.930569,0.059780
8155,73.863993,0.379456,299.743594,0.483256,1.085318,0.616000,1.930415,0.695166
8156,73.854878,0.352836,299.706459,0.253294,1.085257,0.594000,1.930238,0.503283
8157,73.845732,0.081796,299.669306,0.030540,1.085158,0.286000,1.930021,0.174756
8158,73.836664,0.698896,299.632190,0.257038,1.085127,0.836000,1.929844,0.506989
8159,73.827517,0.039204,299.595052,0.000216,1.085017,0.198000,1.929607,0.014709
8160,73.818375,0.058564,299.557925,0.013911,1.084912,0.242000,1.929382,0.117947
8161,73.809297,0.559504,299.520841,0.290624,1.084871,0.748000,1.929210,0.539096
8162,73.800154,0.012100,299.483731,0.005660,1.084750,0.110000,1.928981,0.075232
8163,73.791026,0.123904,299.446630,0.003849,1.084659,0.352000,1.928749,0.062040
8164,73.781890,0.030976,299.409538,0.007749,1.084547,0.176000,1.928521,0.088028
8165,73.772754,0.023716,299.372456,0.005723,1.084431,0.154000,1.928292,0.075653
8166,73.763745,1.024144,299.335463,0.653613,1.084422,1.012000,1.928153,0.808463
8167,73.754612,0.001936,299.298398,0.003438,1.084293,0.044000,1.927922,0.058636
8168,73.745482,0.012100,299.261372,0.238418,1.084173,0.110000,1.927743,0.488281
8169,73.736355,0.017424,299.224348,0.182064,1.084055,0.132000,1.927557,0.426690
8170,73.727234,0.048400,299.187335,0.192929,1.083948,0.220000,1.927373,0.439237
8171,73.718183,0.592900,299.150388,0.654031,1.083909,0.770000,1.927235,0.808722
8172,73.709060,0.000000,299.113372,0.027520,1.083775,-0.000000,1.927017,0.165892
8173,73.699962,0.174724,299.076418,0.451415,1.083693,0.418000,1.926862,0.671874
8174,73.690846,0.017424,299.039428,0.085992,1.083575,0.132000,1.926659,0.293244
8175,73.681744,0.108900,299.002467,0.247385,1.083482,0.330000,1.926483,0.497378
8176,73.672659,0.234256,298.965485,0.000000,1.083408,0.484000,1.926244,0.000382
8177,73.663558,0.081796,298.928536,0.197016,1.083309,0.286000,1.926061,0.443865
8178,73.654453,0.030976,298.891584,0.100553,1.083197,0.176000,1.925862,0.317100
8179,73.645349,0.017424,298.854634,0.038518,1.083079,0.132000,1.925648,0.196261
8180,73.636245,0.007744,298.817690,0.013464,1.082956,0.088000,1.925425,0.116036
8181,73.627144,0.004356,298.780765,0.094742,1.082830,0.066000,1.925225,0.307802
8182,73.618048,0.030976,298.743845,0.064540,1.082718,0.176000,1.925018,0.254047
8183,73.608950,0.000484,298.706928,0.011368,1.082587,0.022000,1.924793,0.106619
8184,73.599874,0.156816,298.670020,0.009030,1.082502,0.396000,1.924567,0.095026
8185,73.590815,0.278784,298.633133,0.102962,1.082434,0.528000,1.924369,0.320877
8186,73.581725,0.004356,298.596246,0.031438,1.082308,0.066000,1.924153,0.177307
8187,73.572648,0.094864,298.559367,0.030970,1.082213,0.308000,1.923937,0.175984
8188,73.563570,0.069696,298.522519,0.194820,1.082112,0.264000,1.923754,0.441384
8189,73.554498,0.094864,298.485669,0.111442,1.082016,0.308000,1.923558,0.333829
8190,73.545418,0.017424,298.448814,0.000064,1.081899,0.132000,1.923321,0.007992
8191,73.536338,0.000000,298.411969,0.005093,1.081765,-0.000000,1.923093,0.071365
8192,73.527263,0.017424,298.375134,0.008767,1.081648,0.132000,1.922867,0.093633
8193,73.518189,0.007744,298.338308,0.008771,1.081525,0.088000,1.922641,0.093651
8194,73.509133,0.139876,298.301503,0.112166,1.081438,0.374000,1.922445,0.334912
8195,73.500106,0.352836,298.264758,0.518727,1.081378,0.594000,1.922297,0.720227
8196,73.491057,0.156816,298.227963,0.039524,1.081293,0.396000,1.922084,0.198807
8197,73.481995,0.039204,298.191175,0.028558,1.081184,0.198000,1.921868,0.168991
8198,73.472953,0.174724,298.154408,0.122346,1.081103,0.418000,1.921674,0.349780
8199,73.463891,0.001936,298.117636,0.002060,1.080975,0.044000,1.921443,0.045390
8200,73.454849,0.139876,298.080883,0.088927,1.080887,0.374000,1.921242,0.298206
8201,73.445792,0.004356,298.044129,0.004119,1.080762,0.066000,1.921013,0.064182
8202,73.436741,0.030976,298.007385,0.018516,1.080651,0.176000,1.920793,0.136074
8203,73.427691,0.023716,297.970655,0.051948,1.080536,0.154000,1.920585,0.227921
8204,73.418642,0.012100,297.933929,0.013763,1.080417,0.110000,1.920362,0.117316
8205,73.409597,0.030976,297.897212,0.010378,1.080305,0.176000,1.920138,0.101871
8206,73.400563,0.094864,297.860507,0.037939,1.080210,0.308000,1.919926,0.194781
8207,73.391520,0.004356,297.823815,0.064157,1.080085,0.066000,1.919720,0.253293
8208,73.382512,0.278784,297.787151,0.225945,1.080017,0.528000,1.919542,0.475336
8209,73.373477,0.030976,297.750492,0.186158,1.079906,0.176000,1.919359,0.431460
8210,73.364451,0.094864,297.713829,0.088193,1.079811,0.308000,1.919159,0.296972
8211,73.355623,1.684804,297.677281,0.936779,1.079838,1.298000,1.919042,0.967874
8212,73.346591,0.004356,297.640626,0.004307,1.079713,0.066000,1.918814,0.065624
8213,73.337563,0.017424,297.603984,0.033579,1.079596,0.132000,1.918600,0.183246
8214,73.328566,0.256036,297.567419,0.585846,1.079526,0.506000,1.918458,0.765406
8215,73.319543,0.023716,297.530848,0.464497,1.079412,0.154000,1.918306,0.681540
8216,73.310572,0.435600,297.494285,0.457260,1.079360,0.660000,1.918153,0.676210
8217,73.301568,0.139876,297.457680,0.047562,1.079273,0.374000,1.917944,0.218087
8218,73.292554,0.048400,297.421101,0.179774,1.079167,0.220000,1.917760,0.423997
8219,73.283561,0.193600,297.384511,0.011478,1.079089,0.440000,1.917537,0.107134
8220,73.274546,0.001936,297.347927,0.000123,1.078961,0.044000,1.917303,0.011077
8221,73.265535,0.017424,297.311354,0.003766,1.078845,0.132000,1.917075,0.061370
8222,73.256551,0.213444,297.274818,0.239977,1.078769,0.462000,1.916899,0.489874
8223,73.247551,0.069696,297.238267,0.042720,1.078669,0.264000,1.916689,0.206689
8224,73.238548,0.030976,297.201720,0.002911,1.078558,0.176000,1.916460,0.053956
8225,73.229548,0.030976,297.165190,0.060289,1.078447,0.176000,1.916254,0.245538
8226,73.220566,0.156816,297.128663,0.022045,1.078363,0.396000,1.916037,0.148477
8227,73.211566,0.001936,297.092144,0.007824,1.078236,0.044000,1.915812,0.088452
8228,73.202586,0.139876,297.055633,0.006619,1.078149,0.374000,1.915587,0.081359
8229,73.193594,0.023716,297.019135,0.032815,1.078036,0.154000,1.915374,0.181148
8230,73.184606,0.039204,296.982642,0.001618,1.077928,0.198000,1.915143,0.040219
8231,73.175615,0.000484,296.946159,0.009171,1.077798,0.022000,1.914920,0.095765
8232,73.166634,0.058564,296.909684,0.002803,1.077695,0.242000,1.914691,0.052948
8233,73.157648,0.000484,296.873218,0.006252,1.077566,0.022000,1.914466,0.079071
8234,73.148664,0.000484,296.836761,0.004078,1.077436,0.022000,1.914238,0.063863
8235,73.139686,0.039204,296.800344,0.254283,1.077328,0.198000,1.914065,0.504264
8236,73.130715,0.069696,296.763909,0.037106,1.077228,0.264000,1.913854,0.192630
8237,73.121745,0.058564,296.727478,0.003138,1.077126,0.242000,1.913626,0.056014
8238,73.112855,0.698896,296.691127,0.569306,1.077096,0.836000,1.913484,0.754524
8239,73.103887,0.039204,296.654719,0.041813,1.076988,0.198000,1.913274,0.204482
8240,73.094981,0.527076,296.618375,0.487657,1.076945,0.726000,1.913125,0.698324
8241,73.086016,0.030976,296.581999,0.150529,1.076835,0.176000,1.912938,0.387981
8242,73.077067,0.139876,296.545663,0.406686,1.076748,0.374000,1.912781,0.637719
8243,73.068149,0.379456,296.509350,0.521589,1.076692,0.616000,1.912635,0.722211
8244,73.059187,0.001936,296.472982,0.003721,1.076565,0.044000,1.912408,0.061000
8245,73.050261,0.278784,296.436628,0.040492,1.076498,0.528000,1.912198,0.201227
8246,73.041308,0.039204,296.400280,0.019029,1.076390,0.198000,1.911981,0.137947
8247,73.032368,0.123904,296.363991,0.430217,1.076301,0.352000,1.911827,0.655909
8248,73.023446,0.256036,296.327675,0.131080,1.076231,0.506000,1.911637,0.362049
8249,73.014552,0.465124,296.291433,0.669828,1.076183,0.682000,1.911503,0.818430
8250,73.005603,0.000000,296.255124,0.047051,1.076051,-0.000000,1.911295,0.216913
8251,72.996658,0.012100,296.218822,0.026504,1.075933,0.110000,1.911081,0.162801
8252,72.987763,0.407044,296.182580,0.453752,1.075879,0.638000,1.910929,0.673611
8253,72.978822,0.007744,296.146297,0.033182,1.075758,0.088000,1.910717,0.182160
8254,72.969921,0.327184,296.110017,0.000062,1.075696,0.572000,1.910484,0.007849
8255,72.961052,0.559504,296.073791,0.358220,1.075656,0.748000,1.910323,0.598515
8256,72.952118,0.012100,296.037531,0.013846,1.075538,0.110000,1.910104,0.117670
8257,72.943185,0.004356,296.001298,0.159080,1.075414,0.066000,1.909919,0.398848
8258,72.934255,0.012100,295.965066,0.087073,1.075296,0.110000,1.909721,0.295082
8259,72.925326,0.004356,295.928839,0.070163,1.075173,0.066000,1.909520,0.264882
8260,72.916405,0.048400,295.892628,0.117256,1.075068,0.220000,1.909328,0.342427
8261,72.907482,0.017424,295.856414,0.027639,1.074953,0.132000,1.909114,0.166250
8262,72.898568,0.069696,295.820216,0.079388,1.074853,0.264000,1.908915,0.281758
8263,72.889648,0.007744,295.784020,0.028269,1.074733,0.088000,1.908702,0.168134
8264,72.880730,0.004356,295.747844,0.117629,1.074609,0.066000,1.908511,0.342971
8265,72.871817,0.023716,295.711668,0.041155,1.074496,0.154000,1.908302,0.202868
8266,72.862904,0.007744,295.675498,0.021310,1.074376,0.088000,1.908086,0.145980
8267,72.853996,0.030976,295.639335,0.012688,1.074266,0.176000,1.907867,0.112641
8268,72.845106,0.156816,295.603202,0.179902,1.074183,0.396000,1.907685,0.424148
8269,72.836200,0.017424,295.567059,0.021708,1.074068,0.132000,1.907470,0.147338
8270,72.827300,0.039204,295.530922,0.001472,1.073961,0.198000,1.907242,0.038367
8271,72.818397,0.004356,295.494794,0.004075,1.073837,0.066000,1.907016,0.063835
8272,72.809511,0.123904,295.458683,0.074345,1.073749,0.352000,1.906817,0.272662
8273,72.800613,0.004356,295.422572,0.000634,1.073626,0.066000,1.906587,0.025181
8274,72.791721,0.039204,295.386473,0.019991,1.073519,0.198000,1.906371,0.141389
8275,72.782827,0.000484,295.350381,0.011372,1.073391,0.022000,1.906151,0.106641
8276,72.773940,0.039204,295.314304,0.058423,1.073284,0.198000,1.905948,0.241708
8277,72.765090,0.327184,295.278264,0.293530,1.073222,0.572000,1.905781,0.541784
8278,72.756204,0.017424,295.242208,0.082130,1.073107,0.132000,1.905583,0.286583
8279,72.747322,0.030976,295.206150,0.000377,1.072998,0.176000,1.905353,0.019418
8280,72.738462,0.193600,295.170111,0.087919,1.072921,0.440000,1.905156,0.296512
8281,72.729584,0.023716,295.134072,0.005600,1.072808,0.154000,1.904933,0.074835
8282,72.720754,0.407044,295.098074,0.273753,1.072755,0.638000,1.904764,0.523214
8283,72.711890,0.108900,295.062069,0.149269,1.072665,0.330000,1.904579,0.386353
8284,72.703017,0.012100,295.026059,0.029442,1.072547,0.110000,1.904367,0.171587
8285,72.694163,0.156816,294.990063,0.076476,1.072464,0.396000,1.904169,0.276542
8286,72.685306,0.108900,294.954075,0.071161,1.072374,0.330000,1.903969,0.266760
8287,72.676446,0.069696,294.918109,0.175191,1.072275,0.264000,1.903788,0.418559
8288,72.667586,0.048400,294.882131,0.004734,1.072171,0.220000,1.903564,0.068807
8289,72.658771,0.407044,294.846286,1.021759,1.072118,0.638000,1.903455,1.010821
8290,72.649910,0.000484,294.810325,0.006601,1.071990,0.022000,1.903233,0.081244
8291,72.641073,0.193600,294.774374,0.008541,1.071913,0.440000,1.903012,0.092416
8292,72.632284,0.559504,294.738474,0.364480,1.071874,0.748000,1.902853,0.603721
8293,72.623429,0.000000,294.702542,0.016747,1.071743,-0.000000,1.902637,0.129411
8294,72.614690,0.937024,294.666702,0.710705,1.071730,0.968000,1.902508,0.843033
8295,72.605860,0.174724,294.630801,0.134486,1.071651,0.418000,1.902321,0.366723
8296,72.597021,0.081796,294.594897,0.037393,1.071555,0.286000,1.902112,0.193374
8297,72.588202,0.234256,294.559031,0.281238,1.071483,0.484000,1.901945,0.530319
8298,72.579358,0.004356,294.523145,0.045388,1.071361,0.066000,1.901739,0.213045
8299,72.570597,0.662596,294.487343,0.653443,1.071329,0.814000,1.901606,0.808358
8300,72.561787,0.256036,294.451488,0.160700,1.071261,0.506000,1.901423,0.400874
8301,72.553147,1.628176,294.415784,1.320964,1.071286,1.276000,1.901332,1.149332
8302,72.544314,0.023716,294.379933,0.040197,1.071174,0.154000,1.901125,0.200492
8303,72.535486,0.048400,294.344094,0.069057,1.071070,0.220000,1.900925,0.262787
8304,72.526671,0.139876,294.308262,0.053939,1.070985,0.374000,1.900722,0.232247
8305,72.517845,0.023716,294.272434,0.018569,1.070874,0.154000,1.900507,0.136267
8306,72.509018,0.004356,294.236632,0.159303,1.070751,0.066000,1.900324,0.399128
8307,72.500214,0.174724,294.200825,0.048036,1.070672,0.418000,1.900120,0.219172
8308,72.491424,0.278784,294.165037,0.127463,1.070606,0.528000,1.899932,0.357019
8309,72.482629,0.213444,294.129256,0.116876,1.070532,0.462000,1.899742,0.341872
8310,72.473811,0.001936,294.093469,0.001037,1.070407,0.044000,1.899515,0.032198
8311,72.465020,0.213444,294.057698,0.054834,1.070333,0.462000,1.899313,0.234168
8312,72.456207,0.012100,294.021930,0.007350,1.070216,0.110000,1.899092,0.085731
8313,72.447394,0.000484,293.986171,0.009988,1.070089,0.022000,1.898873,0.099941
8314,72.438584,0.004356,293.950421,0.014546,1.069966,0.066000,1.898657,0.120607
8315,72.429778,0.012100,293.914685,0.054981,1.069850,0.110000,1.898455,0.234479
8316,72.420972,0.004356,293.878953,0.023050,1.069728,0.066000,1.898242,0.151823
8317,72.412173,0.039204,293.843229,0.011686,1.069622,0.198000,1.898025,0.108100
8318,72.403372,0.004356,293.807513,0.012573,1.069500,0.066000,1.897808,0.112129
8319,72.394572,0.001936,293.771806,0.009329,1.069375,0.044000,1.897589,0.096588
8320,72.385776,0.007744,293.736113,0.051888,1.069256,0.088000,1.897386,0.227788
8321,72.376984,0.030976,293.700425,0.023552,1.069147,0.176000,1.897174,0.153467
8322,72.368191,0.000484,293.664743,0.000012,1.069020,0.022000,1.896944,0.003510
8323,72.359401,0.007744,293.629077,0.062543,1.068901,0.088000,1.896744,0.250086
8324,72.350612,0.001936,293.593421,0.071002,1.068776,0.044000,1.896546,0.266463
8325,72.341833,0.058564,293.557765,0.003457,1.068676,0.242000,1.896322,0.058795
8326,72.333071,0.193600,293.522125,0.063685,1.068600,0.440000,1.896123,0.252359
8327,72.324296,0.058564,293.486492,0.049652,1.068499,0.242000,1.895920,0.222828
8328,72.315527,0.094864,293.450893,0.260148,1.068407,0.308000,1.895751,0.510047
8329,72.306825,0.627264,293.415312,0.329106,1.068373,0.792000,1.895591,0.573677
8330,72.298060,0.094864,293.379703,0.039006,1.068281,0.308000,1.895385,0.197499
8331,72.289298,0.094864,293.344105,0.045714,1.068189,0.308000,1.895181,0.213809
8332,72.280531,0.039204,293.308509,0.002896,1.068083,0.198000,1.894957,0.053810
8333,72.271846,0.698896,293.273049,1.047269,1.068055,0.836000,1.894852,1.023362
8334,72.263078,0.001936,293.237471,0.001996,1.067931,0.044000,1.894627,0.044674
8335,72.254336,0.193600,293.201937,0.291722,1.067855,0.440000,1.894463,0.540113
8336,72.245573,0.001936,293.166385,0.080186,1.067731,0.044000,1.894267,0.283172
8337,72.236815,0.023716,293.130838,0.040179,1.067620,0.154000,1.894062,0.200447
8338,72.228062,0.058564,293.095316,0.187721,1.067520,0.242000,1.893885,0.433267
8339,72.219331,0.213444,293.059807,0.215229,1.067446,0.462000,1.893711,0.463928
8340,72.210578,0.012100,293.024281,0.004198,1.067330,0.110000,1.893490,0.064790
8341,72.201827,0.017424,292.988770,0.054617,1.067217,0.132000,1.893289,0.233703
8342,72.193148,0.592900,292.953326,0.547773,1.067181,0.770000,1.893149,0.740117
8343,72.184402,0.017424,292.917831,0.042087,1.067067,0.132000,1.892944,0.205150
8344,72.175716,0.495616,292.882363,0.199428,1.067023,0.704000,1.892769,0.446574
8345,72.166975,0.030976,292.846880,0.012971,1.066915,0.176000,1.892553,0.113890
8346,72.158254,0.174724,292.811423,0.143033,1.066837,0.418000,1.892370,0.378198
8347,72.149524,0.081796,292.775964,0.064961,1.066742,0.286000,1.892172,0.254874
8348,72.140797,0.094864,292.740506,0.001530,1.066650,0.308000,1.891947,0.039109
8349,72.132065,0.030976,292.705069,0.099301,1.066543,0.176000,1.891756,0.315121
8350,72.123355,0.193600,292.669638,0.076656,1.066467,0.440000,1.891561,0.276868
8351,72.114633,0.081796,292.634217,0.096557,1.066372,0.286000,1.891369,0.310735
8352,72.105905,0.012100,292.598794,0.003490,1.066256,0.110000,1.891148,0.059075
8353,72.097180,0.023716,292.563383,0.035583,1.066146,0.154000,1.890942,0.188633
8354,72.088455,0.000484,292.527979,0.021656,1.066020,0.022000,1.890731,0.147160
8355,72.079733,0.004356,292.492582,0.001977,1.065899,0.066000,1.890507,0.044463
8356,72.071013,0.012100,292.457196,0.027965,1.065783,0.110000,1.890299,0.167227
8357,72.062305,0.094864,292.421837,0.182368,1.065691,0.308000,1.890122,0.427045
8358,72.053594,0.048400,292.386485,0.164213,1.065589,0.220000,1.889942,0.405232
8359,72.044882,0.017424,292.351124,0.021013,1.065476,0.132000,1.889731,0.144959
8360,72.036169,0.000484,292.315769,0.001247,1.065350,0.022000,1.889507,0.035306
8361,72.027482,0.193600,292.280428,0.049905,1.065274,0.440000,1.889305,0.223394
8362,72.018778,0.039204,292.245091,0.004644,1.065169,0.198000,1.889085,0.068144
8363,72.010085,0.108900,292.209763,0.011141,1.065081,0.330000,1.888869,0.105553
8364,72.001418,0.302500,292.174474,0.262489,1.065018,0.550000,1.888703,0.512337
8365,71.992719,0.030976,292.139184,0.187780,1.064911,0.176000,1.888527,0.433335
8366,71.984021,0.017424,292.103889,0.069148,1.064798,0.132000,1.888331,0.262961
8367,71.975327,0.030976,292.068593,0.000934,1.064691,0.176000,1.888106,0.030555
8368,71.966640,0.069696,292.033309,0.017940,1.064594,0.264000,1.887894,0.133941
8369,71.957947,0.007744,291.998031,0.006293,1.064476,0.088000,1.887676,0.079326
8370,71.949270,0.123904,291.962764,0.018984,1.064390,0.352000,1.887464,0.137784
8371,71.940588,0.058564,291.927503,0.005309,1.064291,0.242000,1.887245,0.072864
8372,71.931904,0.030976,291.892251,0.005319,1.064183,0.176000,1.887026,0.072931
8373,71.923219,0.004356,291.857008,0.004432,1.064063,0.066000,1.886806,0.066570
8374,71.914537,0.012100,291.821772,0.001649,1.063948,0.110000,1.886583,0.040605
8375,71.905857,0.004356,291.786545,0.001884,1.063827,0.066000,1.886361,0.043406
8376,71.897195,0.139876,291.751327,0.006662,1.063744,0.374000,1.886143,0.081621
8377,71.888521,0.023716,291.716121,0.032986,1.063634,0.154000,1.885937,0.181620
8378,71.879846,0.000000,291.680921,0.008916,1.063506,-0.000000,1.885721,0.094426
8379,71.871173,0.001936,291.645729,0.009726,1.063383,0.044000,1.885506,0.098622
8380,71.862510,0.058564,291.610553,0.073768,1.063284,0.242000,1.885311,0.271603
8381,71.853878,0.302500,291.575395,0.156207,1.063222,0.550000,1.885131,0.395231
8382,71.845228,0.139876,291.540255,0.229004,1.063139,0.374000,1.884962,0.478544
8383,71.836564,0.001936,291.505098,0.016028,1.063016,0.044000,1.884749,0.126604
8384,71.827902,0.004356,291.469963,0.132990,1.062895,0.066000,1.884566,0.364677
8385,71.819275,0.278784,291.434875,0.445312,1.062831,0.528000,1.884419,0.667317
8386,71.810622,0.039204,291.399773,0.264271,1.062727,0.198000,1.884254,0.514073
8387,71.801966,0.000484,291.364650,0.017164,1.062601,0.022000,1.884043,0.131010
8388,71.793322,0.081796,291.329537,0.034009,1.062508,0.286000,1.883838,0.184417
8389,71.784680,0.081796,291.294429,0.001075,1.062414,0.286000,1.883615,0.032784
8390,71.776041,0.094864,291.259329,0.000803,1.062323,0.308000,1.883391,0.028328
8391,71.767404,0.081796,291.224239,0.017698,1.062230,0.286000,1.883180,0.133035
8392,71.758759,0.012100,291.189158,0.010371,1.062115,0.110000,1.882966,0.101837
8393,71.750123,0.058564,291.154084,0.009135,1.062016,0.242000,1.882751,0.095579
8394,71.741482,0.001936,291.119018,0.003887,1.061894,0.044000,1.882531,0.062347
8395,71.732842,0.000484,291.083961,0.004396,1.061768,0.022000,1.882313,0.066303
8396,71.724205,0.000484,291.048913,0.005327,1.061643,0.022000,1.882095,0.072988
8397,71.715571,0.012100,291.013872,0.002194,1.061529,0.110000,1.881874,0.046836
8398,71.706938,0.001936,290.978840,0.005276,1.061406,0.044000,1.881656,0.072639
8399,71.698308,0.001936,290.943817,0.002818,1.061284,0.044000,1.881436,0.053080
8400,71.689679,0.000000,290.908802,0.004760,1.061156,-0.000000,1.881218,0.068992
8401,71.681053,0.007744,290.873795,0.001846,1.061039,0.088000,1.880997,0.042961
8402,71.672428,0.000484,290.838797,0.004745,1.060914,0.022000,1.880779,0.068884
8403,71.663809,0.030976,290.803810,0.027796,1.060807,0.176000,1.880572,0.166721
8404,71.655201,0.108900,290.769335,4.212869,1.060719,0.330000,1.880593,2.052528
8405,71.646588,0.048400,290.734555,1.606134,1.060618,0.220000,1.880519,1.267334
8406,71.637995,0.193600,290.700182,4.926754,1.060544,0.440000,1.880560,2.219629
8407,71.629409,0.234256,290.665370,1.200302,1.060474,0.484000,1.880466,1.095583
8408,71.620797,0.004356,290.630778,2.969159,1.060355,0.066000,1.880447,1.723125
8409,71.612190,0.030976,290.596073,1.949114,1.060248,0.176000,1.880388,1.396107
8410,71.603582,0.000484,290.561442,2.505773,1.060124,0.022000,1.880353,1.582963
8411,71.594976,0.001936,290.526806,2.390053,1.060001,0.044000,1.880313,1.545980
8412,71.586372,0.000000,290.492137,2.044339,1.059874,-0.000000,1.880258,1.429804
8413,71.577771,0.012100,290.457426,1.624575,1.059760,0.110000,1.880186,1.274588
8414,71.569172,0.001936,290.422791,2.195002,1.059638,0.044000,1.880138,1.481554
8415,71.560574,0.000484,290.388064,1.353259,1.059513,0.022000,1.880052,1.163296
8416,71.551978,0.004356,290.353391,1.729531,1.059394,0.066000,1.879984,1.315116
8417,71.543385,0.000484,290.318693,1.460420,1.059269,0.022000,1.879903,1.208479
8418,71.534793,0.000484,290.283999,1.426164,1.059145,0.022000,1.879821,1.194221
8419,71.526203,0.000484,290.249304,1.344715,1.059020,0.022000,1.879734,1.159619
8420,71.517616,0.000484,290.214603,1.223129,1.058896,0.022000,1.879641,1.105952
8421,71.509032,0.012100,290.179874,0.923267,1.058782,0.110000,1.879531,0.960868
8422,71.500448,0.000484,290.145180,1.140137,1.058657,0.022000,1.879434,1.067772
8423,71.491867,0.004356,290.110479,1.019532,1.058538,0.066000,1.879329,1.009719
8424,71.483292,0.030976,290.075739,0.616276,1.058432,0.176000,1.879198,0.785032
8425,71.474716,0.012100,290.041032,0.830430,1.058318,0.110000,1.879082,0.911279
8426,71.466141,0.000484,290.006343,0.910981,1.058194,0.022000,1.878971,0.954453
8427,71.457576,0.069696,289.971600,0.390295,1.058099,0.264000,1.878820,0.624736
8428,71.449006,0.012100,289.936972,1.270741,1.057985,0.110000,1.878730,1.127272
8429,71.440438,0.007744,289.902405,1.722817,1.057869,0.088000,1.878662,1.312561
8430,71.431872,0.007744,289.867749,0.903758,1.057752,0.088000,1.878551,0.950662
8431,71.423307,0.000484,289.833075,0.685047,1.057628,0.022000,1.878425,0.827675
8432,71.414745,0.004356,289.798402,0.626682,1.057509,0.066000,1.878295,0.791633
8433,71.406184,0.001936,289.763733,0.592453,1.057388,0.044000,1.878162,0.769710
8434,71.397626,0.007744,289.729065,0.530358,1.057272,0.088000,1.878024,0.728257
8435,71.389115,0.379456,289.694343,0.002033,1.057219,0.616000,1.877804,0.045088
8436,71.380560,0.000484,289.659718,0.754654,1.057095,0.022000,1.877683,0.868708
8437,71.372008,0.001936,289.625247,1.959688,1.056973,0.044000,1.877626,1.399888
8438,71.363457,0.001936,289.590637,0.740024,1.056852,0.044000,1.877504,0.860247
